videoId,text,likeCount,published,text_raw,text_clean,is_question,question_category,question_confidence,llm_error,classification_source,result_origin
1cljEsT6jck,감사합니다 필요한 영상이었어요,0,2026-07-23 02:15:29+00:00,감사합니다 필요한 영상이었어요,감사합니다 필요한 영상이었어요,,,,,,
1cljEsT6jck,미니게임 창이 닫쳤는데 울티마스쿼드를 눌러도 다시 열리지 않습니다... 여는방법이 잇을까요?,0,2026-07-23 02:14:23+00:00,미니게임 창이 닫쳤는데 울티마스쿼드를 눌러도 다시 열리지 않습니다... 여는방법이 잇을까요?,미니게임 창이 닫쳤는데 울티마스쿼드를 눌러도 다시 열리지 않습니다 여는방법이 잇을까요?,,,,,,
1cljEsT6jck,경험치 받는 형식은 어케되는건가요?? 본캐로 울티마 스쿼드 돌리고 챌섭캐로 경험치 받을수 있는건가요 아니면 켜놓으면 그 캐릭터한테 경험치가 들어가는건가요,0,2026-07-23 02:13:46+00:00,경험치 받는 형식은 어케되는건가요?? 본캐로 울티마 스쿼드 돌리고 챌섭캐로 경험치 받을수 있는건가요 아니면 켜놓으면 그 캐릭터한테 경험치가 들어가는건가요,경험치 받는 형식은 어케되는건가요?? 본캐로 울티마 스쿼드 돌리고 챌섭캐로 경험치 받을수 있는건가요 아니면 켜놓으면 그 캐릭터한테 경험치가 들어가는건가요,,,,,,
1cljEsT6jck,아씨 안보고했다가 30분날림 항상 감사합니다,0,2026-07-23 02:13:31+00:00,아씨 안보고했다가 30분날림 항상 감사합니다,아씨 안보고했다가 30분날림 항상 감사합니다,,,,,,
S_GT7ITncjw,레테 안키웠는데 레테만 가능한 이벤트였어... 두번째 하버 안줄라나,1,2026-07-23 02:05:52+00:00,레테 안키웠는데 레테만 가능한 이벤트였어... 두번째 하버 안줄라나,레테 안키웠는데 레테만 가능한 이벤트였어 두번째 하버 안줄라나,,,,,,
S_GT7ITncjw,그냥 쟤도 하인이니까 레테 소환수로...,0,2026-07-23 01:48:33+00:00,그냥 쟤도 하인이니까 레테 소환수로...,그냥 쟤도 하인이니까 레테 소환수로,,,,,,
1cljEsT6jck,미니게임은 그냥 옛날 드래곤 블래스트급으로 만들면 좋겠음 숙제를 왜케 디테일 + 공략요구 하고 하드하게 만드는거야,9,2026-07-23 01:47:51+00:00,미니게임은 그냥 옛날 드래곤 블래스트급으로 만들면 좋겠음 숙제를 왜케 디테일 + 공략요구 하고 하드하게 만드는거야,미니게임은 그냥 옛날 드래곤 블래스트급으로 만들면 좋겠음 숙제를 왜케 디테일 공략요구 하고 하드하게 만드는거야,,,,,,
S_GT7ITncjw,댓글 지랄났네 아주,3,2026-07-23 01:44:37+00:00,댓글 지랄났네 아주,댓글 지랄났네 아주,,,,,,
S_GT7ITncjw,으흐흐흐흐 잘 사용해줄게,0,2026-07-23 01:43:06+00:00,으흐흐흐흐 잘 사용해줄게,으흐흐 잘 사용해줄게,,,,,,
1cljEsT6jck,브금 뭔데 신나노,3,2026-07-23 01:40:15+00:00,브금 뭔데 신나노,브금 뭔데 신나노,,,,,,
1cljEsT6jck,브금 감다살 ㅋㅋ,0,2026-07-23 01:36:34+00:00,브금 감다살 ㅋㅋ,브금 감다살 ㅋㅋ,,,,,,
1cljEsT6jck,안하면 그만이야~~,0,2026-07-23 01:36:33+00:00,안하면 그만이야~~,안하면 그만이야,,,,,,
6bLaTCHm-8A,몬파M 시간당 만원 감다살이네.. 수동 사냥하면 시급 만원이네 재획 드가자,2,2026-07-23 01:33:25+00:00,몬파M 시간당 만원 감다살이네.. 수동 사냥하면 시급 만원이네 재획 드가자,몬파M 시간당 만원 감다살이네 수동 사냥하면 시급 만원이네 재획 드가자,,,,,,
1cljEsT6jck,저거 완전 메이플 키우기잔아.ㅋㅋ,0,2026-07-23 01:32:35+00:00,저거 완전 메이플 키우기잔아.ㅋㅋ,저거 완전 메이플 키우기잔아 ㅋㅋ,,,,,,
1cljEsT6jck,"본섭 나오면서 골드는 손보고 나왔네
영입비용, 슬롯확장비용 등등 다 낮아진거같아여",0,2026-07-23 01:30:30+00:00,"본섭 나오면서 골드는 손보고 나왔네
영입비용, 슬롯확장비용 등등 다 낮아진거같아여",본섭 나오면서 골드는 손보고 나왔네 영입비용 슬롯확장비용 등등 다 낮아진거같아여,,,,,,
1cljEsT6jck,메이플 안에서 메키하기 ㅋㅋㅋ,0,2026-07-23 01:29:27+00:00,메이플 안에서 메키하기 ㅋㅋㅋ,메이플 안에서 메키하기 ㅋㅋ,,,,,,
1cljEsT6jck,5:13 본섭오면서 10만골드로 바뀐듯,56,2026-07-23 01:26:43+00:00,5:13 본섭오면서 10만골드로 바뀐듯,5 13 본섭오면서 10만골드로 바뀐듯,,,,,,
1cljEsT6jck,뺑뻉이 돌리고..~,0,2026-07-23 01:25:10+00:00,뺑뻉이 돌리고..~,뺑뻉이 돌리고,,,,,,
1cljEsT6jck,이거 보상은 챌섭이랑 본섭이렁 같이 연동임?,0,2026-07-23 01:24:30+00:00,이거 보상은 챌섭이랑 본섭이렁 같이 연동임?,이거 보상은 챌섭이랑 본섭이렁 같이 연동임?,,,,,,
1cljEsT6jck,10시전에 올렸어야지 어허! 언제나 고맙다,2,2026-07-23 01:24:03+00:00,10시전에 올렸어야지 어허! 언제나 고맙다,10시전에 올렸어야지 어허 언제나 고맙다,,,,,,
1cljEsT6jck,이런신경쓰이는것좀 쳐 안만들엇으면좋겟네.,1,2026-07-23 01:22:43+00:00,이런신경쓰이는것좀 쳐 안만들엇으면좋겟네.,이런신경쓰이는것좀 쳐 안만들엇으면좋겟네,,,,,,
1cljEsT6jck,스펙터 한번도 안 했는데 이건 할만하겠네요... 메이플 안에서 또 메이플 하기ㅋㅋㅋㅋ,0,2026-07-23 01:21:59+00:00,스펙터 한번도 안 했는데 이건 할만하겠네요... 메이플 안에서 또 메이플 하기ㅋㅋㅋㅋ,스펙터 한번도 안 했는데 이건 할만하겠네요 메이플 안에서 또 메이플 하기ㅋㅋ,,,,,,
1cljEsT6jck,스펙터 없어져서 좋아했는데 말이 딸깍이지 쏟는 시간은 스펙터보다 많이 들겠네,54,2026-07-23 01:14:25+00:00,스펙터 없어져서 좋아했는데 말이 딸깍이지 쏟는 시간은 스펙터보다 많이 들겠네,스펙터 없어져서 좋아했는데 말이 딸깍이지 쏟는 시간은 스펙터보다 많이 들겠네,,,,,,
1cljEsT6jck,메키 망했다고 본메에서 강제로 메키를 시키네,2,2026-07-23 01:11:48+00:00,메키 망했다고 본메에서 강제로 메키를 시키네,메키 망했다고 본메에서 강제로 메키를 시키네,,,,,,
1cljEsT6jck,3분전 핫하다,2,2026-07-23 01:08:31+00:00,3분전 핫하다,3분전 핫하다,,,,,,
1cljEsT6jck,굿,1,2026-07-23 01:07:49+00:00,굿,굿,,,,,,
1cljEsT6jck,그래그래 오늘은 빠르네 바로 봐주마,5,2026-07-23 01:06:44+00:00,그래그래 오늘은 빠르네 바로 봐주마,그래그래 오늘은 빠르네 바로 봐주마,,,,,,
1cljEsT6jck,역시 맑음로이드 ㄷㄷ,4,2026-07-23 01:06:22+00:00,역시 맑음로이드 ㄷㄷ,역시 맑음로이드 ㄷㄷ,,,,,,
1cljEsT6jck,갑자기 공략영상이 8초전은 못참죠,1,2026-07-23 01:05:56+00:00,갑자기 공략영상이 8초전은 못참죠,갑자기 공략영상이 8초전은 못참죠,,,,,,
1cljEsT6jck,ㄱ,0,2026-07-23 01:05:31+00:00,ㄱ,ㄱ,,,,,,
S_GT7ITncjw,헤이즐을 깃털로 문질문질...,3,2026-07-23 00:52:47+00:00,헤이즐을 깃털로 문질문질...,헤이즐을 깃털로 문질문질,,,,,,
S_GT7ITncjw,이제 내 부탁도 하나 들어줘야겠지? 으흐흐,38,2026-07-23 00:51:05+00:00,이제 내 부탁도 하나 들어줘야겠지? 으흐흐,이제 내 부탁도 하나 들어줘야겠지? 으흐흐,,,,,,
S_GT7ITncjw,1. 헤이즐을 들어올린다.,10,2026-07-23 00:27:29+00:00,1. 헤이즐을 들어올린다.,1 헤이즐을 들어올린다,,,,,,
S_GT7ITncjw,폴드8 사고싶다.,2,2026-07-23 00:17:28+00:00,폴드8 사고싶다.,폴드8 사고싶다,,,,,,
S_GT7ITncjw,2:04 이야....대사가 맛도리네,6,2026-07-23 00:16:03+00:00,2:04 이야....대사가 맛도리네,2 04 이야 대사가 맛도리네,,,,,,
S_GT7ITncjw,울티마 공략좀요 ㅠㅠ,0,2026-07-23 00:09:04+00:00,울티마 공략좀요 ㅠㅠ,울티마 공략좀요 ㅠㅠ,,,,,,
J5bP0Xd7Wyg,"칼로스 레전드는 2페 패턴중 왼비 혹은 우주선 공격이 날라와서 뒤지는거임 
이걸 없애야지 패턴중에 ㅅㅂ 다른 패턴이 곂치는건 뭔 경우야",0,2026-07-22 23:37:39+00:00,"칼로스 레전드는 2페 패턴중 왼비 혹은 우주선 공격이 날라와서 뒤지는거임 
이걸 없애야지 패턴중에 ㅅㅂ 다른 패턴이 곂치는건 뭔 경우야",칼로스 레전드는 2페 패턴중 왼비 혹은 우주선 공격이 날라와서 뒤지는거임 이걸 없애야지 패턴중에 ㅅㅂ 다른 패턴이 곂치는건 뭔 경우야,,,,,,
S_GT7ITncjw,내 아내임는 레테고 얘는 내 세컨드임,1,2026-07-22 23:31:00+00:00,내 아내임는 레테고 얘는 내 세컨드임,내 아내임는 레테고 얘는 내 세컨드임,,,,,,
S_GT7ITncjw,헤이즐 으럇으럇 마렵구만,7,2026-07-22 23:22:22+00:00,헤이즐 으럇으럇 마렵구만,헤이즐 으럇으럇 마렵구만,,,,,,
S_GT7ITncjw,솔직히 헤이즐은 플블로 내줬으면 했는데...,3,2026-07-22 23:14:56+00:00,솔직히 헤이즐은 플블로 내줬으면 했는데...,솔직히 헤이즐은 플블로 내줬으면 했는데,,,,,,
S_GT7ITncjw,꿀팁 굿 👍,2,2026-07-22 23:13:32+00:00,꿀팁 굿 👍,꿀팁 굿,,,,,,
S_GT7ITncjw,"""노예생겼다고(?) 용도외 사용하지마시오.""",7,2026-07-22 23:13:14+00:00,"""노예생겼다고(?) 용도외 사용하지마시오.""",노예생겼다고 ? 용도외 사용하지마시오,,,,,,
S_GT7ITncjw,내 아내임,0,2026-07-22 23:11:53+00:00,내 아내임,내 아내임,,,,,,
S_GT7ITncjw,57년박옥춘띠,0,2026-07-22 23:11:13+00:00,57년박옥춘띠,57년박옥춘띠,,,,,,
S_GT7ITncjw,👏🏻👏🏻👏🏻,1,2026-07-22 23:11:06+00:00,👏🏻👏🏻👏🏻,,,,,,,
S_GT7ITncjw,대맑음,1,2026-07-22 23:10:59+00:00,대맑음,대맑음,,,,,,
S_GT7ITncjw,ㅇㄱㄱㄷ,0,2026-07-22 23:10:51+00:00,ㅇㄱㄱㄷ,ㅇㄱㄱㄷ,,,,,,
J5bP0Xd7Wyg,보스 바인드 캔슬 때 맑음T1 직업이 뭔가용?,0,2026-07-22 20:36:46+00:00,보스 바인드 캔슬 때 맑음T1 직업이 뭔가용?,보스 바인드 캔슬 때 맑음T1 직업이 뭔가용?,,,,,,
6bLaTCHm-8A,지갑전사들 총 출동,0,2026-07-22 19:41:34+00:00,지갑전사들 총 출동,지갑전사들 총 출동,,,,,,
6bLaTCHm-8A,이번엔 좀 지른다는 분들이 지르겠네요,0,2026-07-22 19:41:09+00:00,이번엔 좀 지른다는 분들이 지르겠네요,이번엔 좀 지른다는 분들이 지르겠네요,,,,,,
6bLaTCHm-8A,8초부터 나오는 bgm 뭔지 아시는분,0,2026-07-22 19:10:39+00:00,8초부터 나오는 bgm 뭔지 아시는분,8초부터 나오는 bgm 뭔지 아시는분,,,,,,
6bLaTCHm-8A,몬파 100%랑 86%는 뭐지 아 일요일이랑 평일 차이인가?,0,2026-07-22 16:09:27+00:00,몬파 100%랑 86%는 뭐지 아 일요일이랑 평일 차이인가?,몬파 100 랑 86 는 뭐지 아 일요일이랑 평일 차이인가?,,,,,,
6bLaTCHm-8A,에라 모르겠고 난 그냥 다 살란다 ㅋㅋㅋㅋ,0,2026-07-22 14:55:09+00:00,에라 모르겠고 난 그냥 다 살란다 ㅋㅋㅋㅋ,에라 모르겠고 난 그냥 다 살란다 ㅋㅋ,,,,,,
6bLaTCHm-8A,bgm 정보 궁금합니다ㅏ,0,2026-07-22 14:30:51+00:00,bgm 정보 궁금합니다ㅏ,bgm 정보 궁금합니다ㅏ,,,,,,
6bLaTCHm-8A,사냥조차 할 시간 없는 무한 사우나유저만 하겠네,0,2026-07-22 13:50:58+00:00,사냥조차 할 시간 없는 무한 사우나유저만 하겠네,사냥조차 할 시간 없는 무한 사우나유저만 하겠네,,,,,,
6bLaTCHm-8A,깔끔한 정리 아주 고맙소,0,2026-07-22 13:05:45+00:00,깔끔한 정리 아주 고맙소,깔끔한 정리 아주 고맙소,,,,,,
J5bP0Xd7Wyg,혹시 획경 1022퍼 어떻게 해야 되나요?,0,2026-07-22 12:38:30+00:00,혹시 획경 1022퍼 어떻게 해야 되나요?,혹시 획경 1022퍼 어떻게 해야 되나요?,,,,,,
6bLaTCHm-8A,결론: 싹다 거르면 됨,0,2026-07-22 12:21:14+00:00,결론: 싹다 거르면 됨,결론 싹다 거르면 됨,,,,,,
6bLaTCHm-8A,"가격이 비싸다고 느껴지면 본인이 해당 물품의 소비층이 아닌건데 그냥 깜냥에 맞게 플레이하면됨.
뭐 핸즈가 반필수적인 요소도 아니고 진짜 부가적인 요소인데",1,2026-07-22 11:20:02+00:00,"가격이 비싸다고 느껴지면 본인이 해당 물품의 소비층이 아닌건데 그냥 깜냥에 맞게 플레이하면됨.
뭐 핸즈가 반필수적인 요소도 아니고 진짜 부가적인 요소인데",가격이 비싸다고 느껴지면 본인이 해당 물품의 소비층이 아닌건데 그냥 깜냥에 맞게 플레이하면됨 뭐 핸즈가 반필수적인 요소도 아니고 진짜 부가적인 요소인데,,,,,,
6bLaTCHm-8A,핸즈는 mvp들은 그냥 쓸수있게 추가해줘야지 저걸 누가 사서해,0,2026-07-22 11:18:44+00:00,핸즈는 mvp들은 그냥 쓸수있게 추가해줘야지 저걸 누가 사서해,핸즈는 mvp들은 그냥 쓸수있게 추가해줘야지 저걸 누가 사서해,,,,,,
6bLaTCHm-8A,Mvp블랙 혜택좀 늘려주지 메이플 사발럼들..,0,2026-07-22 11:18:15+00:00,Mvp블랙 혜택좀 늘려주지 메이플 사발럼들..,Mvp블랙 혜택좀 늘려주지 메이플 사발럼들,,,,,,
6bLaTCHm-8A,모멘텀패스 혹시 사냥안하고 매주포인트 전부 채워지는걸까요 ? 일이바빠져서 근 한달간 사냥을 거의 못할거같은데 사도 괜찮은건지 모르겠네요 ㅠ,1,2026-07-22 11:14:31+00:00,모멘텀패스 혹시 사냥안하고 매주포인트 전부 채워지는걸까요 ? 일이바빠져서 근 한달간 사냥을 거의 못할거같은데 사도 괜찮은건지 모르겠네요 ㅠ,모멘텀패스 혹시 사냥안하고 매주포인트 전부 채워지는걸까요 ? 일이바빠져서 근 한달간 사냥을 거의 못할거같은데 사도 괜찮은건지 모르겠네요 ㅠ,,,,,,
6bLaTCHm-8A,창섭아 돈좀 그만밝혀라 몬파 핸즈 진짜 혁명이구나...했는데 다신 할일없겠네,1,2026-07-22 10:58:17+00:00,창섭아 돈좀 그만밝혀라 몬파 핸즈 진짜 혁명이구나...했는데 다신 할일없겠네,창섭아 돈좀 그만밝혀라 몬파 핸즈 진짜 혁명이구나 했는데 다신 할일없겠네,,,,,,
6bLaTCHm-8A,"288에80퍼인데 탈라하트 가고싶은데
모멘텀살까요 주마다 메카베리 두번살까요 ㅠ",0,2026-07-22 10:18:25+00:00,"288에80퍼인데 탈라하트 가고싶은데
모멘텀살까요 주마다 메카베리 두번살까요 ㅠ",288에80퍼인데 탈라하트 가고싶은데 모멘텀살까요 주마다 메카베리 두번살까요 ㅠ,,,,,,
6bLaTCHm-8A,"이러면 챌섭캐에줘야겠네
285 여유롭게찍으려면",0,2026-07-22 10:02:46+00:00,"이러면 챌섭캐에줘야겠네
285 여유롭게찍으려면",이러면 챌섭캐에줘야겠네 285 여유롭게찍으려면,,,,,,
6bLaTCHm-8A,"패스는 사고
농장은 고민해봐야겠네요
에픽던전 1단계 고정
몬파는 스페셜 일요일에만 7판 돌고 있는 정도면 농장은 굳이?인 느낌일까요",0,2026-07-22 09:56:40+00:00,"패스는 사고
농장은 고민해봐야겠네요
에픽던전 1단계 고정
몬파는 스페셜 일요일에만 7판 돌고 있는 정도면 농장은 굳이?인 느낌일까요",패스는 사고 농장은 고민해봐야겠네요 에픽던전 1단계 고정 몬파는 스페셜 일요일에만 7판 돌고 있는 정도면 농장은 굳이?인 느낌일까요,,,,,,
6bLaTCHm-8A,몬파핸즈 만원은 ㅅㅂ 누가사냐 ㅋㅋㅋㅋ,1,2026-07-22 09:49:09+00:00,몬파핸즈 만원은 ㅅㅂ 누가사냐 ㅋㅋㅋㅋ,몬파핸즈 만원은 ㅅㅂ 누가사냐 ㅋㅋ,,,,,,
6bLaTCHm-8A,"몬파핸즈 너무욕심부리네
그냥 mvp혜택에넣지 ㄹㅇ",0,2026-07-22 09:14:30+00:00,"몬파핸즈 너무욕심부리네
그냥 mvp혜택에넣지 ㄹㅇ",몬파핸즈 너무욕심부리네 그냥 mvp혜택에넣지 ㄹㅇ,,,,,,
f92dfu0biJI,"그게먼지 잘모르겠네요 ㅠㅠ
하이퍼버닝보상 다받으셨으면 되신걸꺼에요",0,2026-07-22 09:08:06+00:00,"그게먼지 잘모르겠네요 ㅠㅠ
하이퍼버닝보상 다받으셨으면 되신걸꺼에요",그게먼지 잘모르겠네요 ㅠㅠ 하이퍼버닝보상 다받으셨으면 되신걸꺼에요,,,,,,
6bLaTCHm-8A,"mvp 보상 상향을 왜 하냐 그냥 그대로 냅둬라 그나마 변경은 블랙쪽에만 저런 몬파만 몇시간 주고 끝내는게 나은거지
mvp레드 누가 필수로 달라고 한것도 아니고 그냥 지들이 달아놓고 뭘 또 상향을 해서 mvp를 반필수적 요인으로 만들려고하냐
그리고 몬파도 원래 300원에서 경험치2배되고 600원으로 비싸졋는데 여기서 이득보는거는 꼭 빼고 너프어쩌고 저쩌고",2,2026-07-22 09:02:27+00:00,"mvp 보상 상향을 왜 하냐 그냥 그대로 냅둬라 그나마 변경은 블랙쪽에만 저런 몬파만 몇시간 주고 끝내는게 나은거지
mvp레드 누가 필수로 달라고 한것도 아니고 그냥 지들이 달아놓고 뭘 또 상향을 해서 mvp를 반필수적 요인으로 만들려고하냐
그리고 몬파도 원래 300원에서 경험치2배되고 600원으로 비싸졋는데 여기서 이득보는거는 꼭 빼고 너프어쩌고 저쩌고",mvp 보상 상향을 왜 하냐 그냥 그대로 냅둬라 그나마 변경은 블랙쪽에만 저런 몬파만 몇시간 주고 끝내는게 나은거지 mvp레드 누가 필수로 달라고 한것도 아니고 그냥 지들이 달아놓고 뭘 또 상향을 해서 mvp를 반필수적 요인으로 만들려고하냐 그리고 몬파도 원래 300원에서 경험치2배되고 600원으로 비싸졋는데 여기서 이득보는거는 꼭 빼고 너프어쩌고 저쩌고,,,,,,
6bLaTCHm-8A,"5000원이면 살만하다 싶은데, 만원은 좀;;",0,2026-07-22 09:00:15+00:00,"5000원이면 살만하다 싶은데, 만원은 좀;;",500원이면 살만하다 싶은데 만원은 좀,,,,,,
6bLaTCHm-8A,"그냥 핸즈 자체는 MVP랑 묶어버리던가 아니면 가격 좀 깎아야할거같던데. 솔직히 화면 전환 안 되는 것도 불편한데 가격 대비 주는 보상도 진짜 애매함 그 자체.
솔직히 핸즈 만원은 살 생각도 안 남.",3,2026-07-22 08:54:17+00:00,"그냥 핸즈 자체는 MVP랑 묶어버리던가 아니면 가격 좀 깎아야할거같던데. 솔직히 화면 전환 안 되는 것도 불편한데 가격 대비 주는 보상도 진짜 애매함 그 자체.
솔직히 핸즈 만원은 살 생각도 안 남.",그냥 핸즈 자체는 MVP랑 묶어버리던가 아니면 가격 좀 깎아야할거같던데 솔직히 화면 전환 안 되는 것도 불편한데 가격 대비 주는 보상도 진짜 애매함 그 자체 솔직히 핸즈 만원은 살 생각도 안 남,,,,,,
6bLaTCHm-8A,블루베리나 메카베리 농장은 피방 경험치부스트같은것도 아예 안받는거죠?,0,2026-07-22 08:50:22+00:00,블루베리나 메카베리 농장은 피방 경험치부스트같은것도 아예 안받는거죠?,블루베리나 메카베리 농장은 피방 경험치부스트같은것도 아예 안받는거죠?,,,,,,
6bLaTCHm-8A,몬파 파크는 해외 여행이나 출장 으로 재획 못할때 이럴때 좋겠네요,0,2026-07-22 08:49:42+00:00,몬파 파크는 해외 여행이나 출장 으로 재획 못할때 이럴때 좋겠네요,몬파 파크는 해외 여행이나 출장 으로 재획 못할때 이럴때 좋겠네요,,,,,,
6bLaTCHm-8A,모멘텀 패스 한 주에 2000 포인트 다 쌓으면 1에서 20까지 되는거 맞음?,0,2026-07-22 08:48:06+00:00,모멘텀 패스 한 주에 2000 포인트 다 쌓으면 1에서 20까지 되는거 맞음?,모멘텀 패스 한 주에 200 포인트 다 쌓으면 1에서 20까지 되는거 맞음?,,,,,,
6bLaTCHm-8A,패스 선물하기는 안되나요?,0,2026-07-22 08:47:35+00:00,패스 선물하기는 안되나요?,패스 선물하기는 안되나요?,,,,,,
6bLaTCHm-8A,"Mvp 골드는 1시간
다이아는 2시간
레드는 4시간
블랙은 8시간정도 핸즈 몬파 제공해줬음 좋았을텐데",6,2026-07-22 08:36:23+00:00,"Mvp 골드는 1시간
다이아는 2시간
레드는 4시간
블랙은 8시간정도 핸즈 몬파 제공해줬음 좋았을텐데",Mvp 골드는 1시간 다이아는 2시간 레드는 4시간 블랙은 8시간정도 핸즈 몬파 제공해줬음 좋았을텐데,,,,,,
6bLaTCHm-8A,시간당  만원은 비싸당 ㄷㄷ,0,2026-07-22 08:31:34+00:00,시간당  만원은 비싸당 ㄷㄷ,시간당 만원은 비싸당 ㄷㄷ,,,,,,
6bLaTCHm-8A,"경험치 BM은 밸런스를 이렇게 잘 맞추는데

직업밸런스는 ? 왜 그러는거야 창섭아",7,2026-07-22 08:18:38+00:00,"경험치 BM은 밸런스를 이렇게 잘 맞추는데

직업밸런스는 ? 왜 그러는거야 창섭아",경험치 BM은 밸런스를 이렇게 잘 맞추는데 직업밸런스는 ? 왜 그러는거야 창섭아,,,,,,
6bLaTCHm-8A,몬파 이번에 에테리온 강화되면서 경험티가 더 높을건데 반영된건가요?,0,2026-07-22 08:10:20+00:00,몬파 이번에 에테리온 강화되면서 경험티가 더 높을건데 반영된건가요?,몬파 이번에 에테리온 강화되면서 경험티가 더 높을건데 반영된건가요?,,,,,,
6bLaTCHm-8A,오늘 새벽에 하면 안되는것들도 알려주시면 안될까요,0,2026-07-22 08:09:30+00:00,오늘 새벽에 하면 안되는것들도 알려주시면 안될까요,오늘 새벽에 하면 안되는것들도 알려주시면 안될까요,,,,,,
6bLaTCHm-8A,정리 감사합니다,0,2026-07-22 07:55:41+00:00,정리 감사합니다,정리 감사합니다,,,,,,
6bLaTCHm-8A,내일이면 283인데 걍 천천히 해도 챌섭 끝나기 전까진 285찍힐듯,8,2026-07-22 07:37:06+00:00,내일이면 283인데 걍 천천히 해도 챌섭 끝나기 전까진 285찍힐듯,내일이면 283인데 걍 천천히 해도 챌섭 끝나기 전까진 285찍힐듯,,,,,,
6bLaTCHm-8A,리니지 처럼 정액제 게임 다됏구만😢😢😢,1,2026-07-22 07:24:24+00:00,리니지 처럼 정액제 게임 다됏구만😢😢😢,리니지 처럼 정액제 게임 다됏구만,,,,,,
6bLaTCHm-8A,남은 8주동안 악몽선경 1단계 풀로 할꺼면 그냥 모멘텀 사는게 낫겠네요..,0,2026-07-22 07:21:51+00:00,남은 8주동안 악몽선경 1단계 풀로 할꺼면 그냥 모멘텀 사는게 낫겠네요..,남은 8주동안 악몽선경 1단계 풀로 할꺼면 그냥 모멘텀 사는게 낫겠네요,,,,,,
6bLaTCHm-8A,그러면 블루베리 할바에 그냥 몬파 도는게 더 이득이네,1,2026-07-22 07:17:53+00:00,그러면 블루베리 할바에 그냥 몬파 도는게 더 이득이네,그러면 블루베리 할바에 그냥 몬파 도는게 더 이득이네,,,,,,
6bLaTCHm-8A,모멘텀은 좀 비싸서 패스 ㅠ😢,1,2026-07-22 07:17:17+00:00,모멘텀은 좀 비싸서 패스 ㅠ😢,모멘텀은 좀 비싸서 패스 ㅠ,,,,,,
6bLaTCHm-8A,몬썬은 신이구나..,0,2026-07-22 07:09:16+00:00,몬썬은 신이구나..,몬썬은 신이구나,,,,,,
6bLaTCHm-8A,썬데이몬파는 도대체 얼마나 좋은거임 ㅋㅋㅋㅋㅋㅋㅋ,22,2026-07-22 07:04:41+00:00,썬데이몬파는 도대체 얼마나 좋은거임 ㅋㅋㅋㅋㅋㅋㅋ,썬데이몬파는 도대체 얼마나 좋은거임 ㅋㅋ,,,,,,
6bLaTCHm-8A,창섭이가 경험치 BM 만큼은 기깔나게 잘만들었네 그만큼 보스 수익도 전체적으로 올라가서 부담될 정도도 아니고,13,2026-07-22 06:59:01+00:00,창섭이가 경험치 BM 만큼은 기깔나게 잘만들었네 그만큼 보스 수익도 전체적으로 올라가서 부담될 정도도 아니고,창섭이가 경험치 BM 만큼은 기깔나게 잘만들었네 그만큼 보스 수익도 전체적으로 올라가서 부담될 정도도 아니고,,,,,,
6bLaTCHm-8A,내일 메이플 몇시부터 몇시까지 점검일까요?,0,2026-07-22 06:48:46+00:00,내일 메이플 몇시부터 몇시까지 점검일까요?,내일 메이플 몇시부터 몇시까지 점검일까요?,,,,,,
6bLaTCHm-8A,시간당 만원은 도둑놈의 ㅅ낀가모르겟네,43,2026-07-22 06:46:24+00:00,시간당 만원은 도둑놈의 ㅅ낀가모르겟네,시간당 만원은 도둑놈의 ㅅ낀가모르겟네,,,,,,
6bLaTCHm-8A,요약) 썬데이몬파 > 모멘텀패스 >> 에픽던전1단계 > 몬파 >= 농장,70,2026-07-22 06:32:23+00:00,요약) 썬데이몬파 > 모멘텀패스 >> 에픽던전1단계 > 몬파 >= 농장,요약 썬데이몬파 모멘텀패스 에픽던전1단계 몬파 농장,,,,,,
6bLaTCHm-8A,음 그래 바로 봐주마는무슨 편집해서 올려주시면 감사합니다라고 쓰십시오 확고냥,1,2026-07-22 06:22:51+00:00,음 그래 바로 봐주마는무슨 편집해서 올려주시면 감사합니다라고 쓰십시오 확고냥,음 그래 바로 봐주마는무슨 편집해서 올려주시면 감사합니다라고 쓰십시오 확고냥,,,,,,
6bLaTCHm-8A,"MVP 블랙 6달째인데, 몬파핸즈 1시간만이라도 줬으면 좋겠다.. 글고 핸즈때 프리셋 바꿀수있으면 좋겠어요 보스프리셋으로 하고 겜끄면 핸즈 봉인임..",13,2026-07-22 06:22:17+00:00,"MVP 블랙 6달째인데, 몬파핸즈 1시간만이라도 줬으면 좋겠다.. 글고 핸즈때 프리셋 바꿀수있으면 좋겠어요 보스프리셋으로 하고 겜끄면 핸즈 봉인임..",MVP 블랙 6달째인데 몬파핸즈 1시간만이라도 줬으면 좋겠다 글고 핸즈때 프리셋 바꿀수있으면 좋겠어요 보스프리셋으로 하고 겜끄면 핸즈 봉인임,,,,,,
6bLaTCHm-8A,모멘텀은 넥슨캐시로만 살 수 있어서 고민이네요,0,2026-07-22 06:21:54+00:00,모멘텀은 넥슨캐시로만 살 수 있어서 고민이네요,모멘텀은 넥슨캐시로만 살 수 있어서 고민이네요,,,,,,
