category,title,created_at,views,likes,content,comment_count,title_clean,content_clean,analysis_text,has_question_signal,is_question,tokens,is_new_returning
아이템,패스 선물 질문,2026-07-12,635,0,"이번에 나온 챌섭 패스나 제네시스 패스 보면 넥슨캐시로만 구매 가능하고 넥슨캐시로 구매시에도
타인과 교환불가인데, 그럼 이 패스를 선물하는것도 불가능한건가요?",0,패스 선물 질문,"이번에 나온 챌섭 패스나 제네시스 패스 보면 넥슨캐시로만 구매 가능하고 넥슨캐시로 구매시에도 타인과 교환불가인데, 그럼 이 패스를 선물하는것도 불가능한건가요?","패스 선물 질문 이번에 나온 챌섭 패스나 제네시스 패스 보면 넥슨캐시로만 구매 가능하고 넥슨캐시로 구매시에도 타인과 교환불가인데, 그럼 이 패스를 선물하는것도 불가능한건가요?",True,True,"['패스', '선물', '챌섭', '제네시스', '넥슨캐시', '넥슨', '캐시', '교환', '불가']",False
아이템,"[챌섭] 사냥용 어빌 첫째 아획,메획중에 뭐가 정배인가요?",2026-07-12,763,0,지금 뽑을건데 알려주세요 메선생님들,4,"사냥용 어빌 첫째 아획,메획중에 뭐가 정배인가요?",지금 뽑을건데 알려주세요 메선생님들,"사냥용 어빌 첫째 아획,메획중에 뭐가 정배인가요? 지금 뽑을건데 알려주세요 메선생님들",True,True,"['사냥', '어빌', '알리', '선생']",False
아이템,무과금인데 매일 몬파7판?,2026-07-12,1803,0,"이번에 메이플 시작해서 재밌게 즐기고 있는 메린이입니당
레벨은 282고 정말정말 조금씩만 과금하면서 거의 무과금처럼 게임하고싶은데 몬파 매일 7판씩 돌아주는거 효율이나 의견이 어떤가 궁금해요!
매일 3-4소재씩 하고 모인 돈으로 메포 바꾸고 그걸로 매일 7판씩 몬파하고있는데 이젠 교불 조각 다 썼고 솔 에르다만 점점 꽉 차고있어서 무과금주제에 몬파 7판은 과분하고 그 돈으로 조각 사서 솔 에르다 소모해줘야 되나 생각듭니다ㅠ
몬파를 안하면 레벨업이 너무 더딜까 고민되긴하는데 어떤지 의견한번씩 부탁드립니다!",6,무과금인데 매일 몬파7판?,이번에 메이플 시작해서 재밌게 즐기고 있는 메린이입니당 레벨은 282고 정말정말 조금씩만 과금하면서 거의 무과금처럼 게임하고싶은데 몬파 매일 7판씩 돌아주는거 효율이나 의견이 어떤가 궁금해요! 매일 3-4소재씩 하고 모인 돈으로 메포 바꾸고 그걸로 매일 7판씩 몬파하고있는데 이젠 교불 조각 다 썼고 솔 에르다만 점점 꽉 차고있어서 무과금주제에 몬파 7판은 과분하고 그 돈으로 조각 사서 솔 에르다 소모해줘야 되나 생각듭니다ㅠ 몬파를 안하면 레벨업이 너무 더딜까 고민되긴하는데 어떤지 의견한번씩 부탁드립니다!,무과금인데 매일 몬파7판? 이번에 메이플 시작해서 재밌게 즐기고 있는 메린이입니당 레벨은 282고 정말정말 조금씩만 과금하면서 거의 무과금처럼 게임하고싶은데 몬파 매일 7판씩 돌아주는거 효율이나 의견이 어떤가 궁금해요! 매일 3-4소재씩 하고 모인 돈으로 메포 바꾸고 그걸로 매일 7판씩 몬파하고있는데 이젠 교불 조각 다 썼고 솔 에르다만 점점 꽉 차고있어서 무과금주제에 몬파 7판은 과분하고 그 돈으로 조각 사서 솔 에르다 소모해줘야 되나 생각듭니다ㅠ 몬파를 안하면 레벨업이 너무 더딜까 고민되긴하는데 어떤지 의견한번씩 부탁드립니다!,True,True,"['무과', '시작', '재밌', '즐기', '메린', '레벨', '과금', '무과금', '게임', '효율', '의견', '소재', '모이', '메포', '파하', '이제', '조각', '에르다', '금주', '소모', '더디']",True
아이템,헥환5만 다음 아이템 변경 어떻게 가면 좋을까요?,2026-07-11,545,0,"투력1.3억이고
현재 연습해서 검마, 이칼, 노세렌까지 잡고있습니다
제가 플탐이 길지 않아서 결정석 말고는 메소수급이
거의 없습니다 일주일에 10억 정도씩 버는데
현재 50억 모았는데 다음 아이템을 아떤걸 목표로
하면 좋을지 고수님들 의견 여쭤봅니다!
감사 합니다",2,헥환5만 다음 아이템 변경 어떻게 가면 좋을까요?,"투력1.3억이고 현재 연습해서 검마, 이칼, 노세렌까지 잡고있습니다 제가 플탐이 길지 않아서 결정석 말고는 메소수급이 거의 없습니다 일주일에 10억 정도씩 버는데 현재 50억 모았는데 다음 아이템을 아떤걸 목표로 하면 좋을지 고수님들 의견 여쭤봅니다! 감사 합니다","헥환5만 다음 아이템 변경 어떻게 가면 좋을까요? 투력1.3억이고 현재 연습해서 검마, 이칼, 노세렌까지 잡고있습니다 제가 플탐이 길지 않아서 결정석 말고는 메소수급이 거의 없습니다 일주일에 10억 정도씩 버는데 현재 50억 모았는데 다음 아이템을 아떤걸 목표로 하면 좋을지 고수님들 의견 여쭤봅니다! 감사 합니다",True,True,"['아이템', '변경', '투력', '연습', '노세렌', '플탐', '결정', '메소', '수급', '일주일', '모으', '고수', '의견', '여쭈', '감사']",False
아이템,잠재전승 질문드립니다.,2026-07-11,468,0,"예를 들어 해적에서 인트 33퍼가 있어
이걸 사서 잠재전승으로 제 법사 윗잠 33퍼로 바꾸는게 가능한가요?",4,잠재전승 질문드립니다.,예를 들어 해적에서 인트 33퍼가 있어 이걸 사서 잠재전승으로 제 법사 윗잠 33퍼로 바꾸는게 가능한가요?,잠재전승 질문드립니다. 예를 들어 해적에서 인트 33퍼가 있어 이걸 사서 잠재전승으로 제 법사 윗잠 33퍼로 바꾸는게 가능한가요?,True,True,"['잠재', '전승', '해적', '인트', '법사', '윗잠']",False
아이템,엔버 제네 윗잠 골라주세요,2026-07-11,534,0,챌섭인데도 이정도면 전투력 떨어지더라도 후자 선택하는게 맞겠죠?,2,엔버 제네 윗잠 골라주세요,챌섭인데도 이정도면 전투력 떨어지더라도 후자 선택하는게 맞겠죠?,엔버 제네 윗잠 골라주세요 챌섭인데도 이정도면 전투력 떨어지더라도 후자 선택하는게 맞겠죠?,True,True,"['엔버', '제네', '윗잠', '고르', '챌섭', '전투력', '떨어지', '후자', '선택']",False
기타,에픽 던전 질문드립니다!,2026-07-11,567,0,"현재 에픽던전이 계정당
하이마운틴 / 앵컴 / 악몽선경
각각 1번씩 무료로 되고, 보너스,퀵패스 만 메포인거죠?",1,에픽 던전 질문드립니다!,"현재 에픽던전이 계정당 하이마운틴 / 앵컴 / 악몽선경 각각 1번씩 무료로 되고, 보너스,퀵패스 만 메포인거죠?","에픽 던전 질문드립니다! 현재 에픽던전이 계정당 하이마운틴 / 앵컴 / 악몽선경 각각 1번씩 무료로 되고, 보너스,퀵패스 만 메포인거죠?",True,True,"['에픽', '던전', '에픽던전', '계정당', '하이마운틴', '앵컴', '악몽선경', '무료', '보너스', '패스', '메포']",False
아이템,제네패스 플러스,2026-07-11,675,0,"제네패스 플러스  첼섭에서 열고  월드리프해서도 유지 가능한가요?  ( 세렌, 칼로스 등등 잡고 큐프 구매 )",0,제네패스 플러스,"제네패스 플러스 첼섭에서 열고 월드리프해서도 유지 가능한가요? ( 세렌, 칼로스 등등 잡고 큐프 구매 )","제네패스 플러스 제네패스 플러스 첼섭에서 열고 월드리프해서도 유지 가능한가요? ( 세렌, 칼로스 등등 잡고 큐프 구매 )",True,True,"['제네패스', '플러스', '첼섭', '월드리프', '유지', '세렌', '칼로스', '큐프']",False
아이템,8만 방어구 에테가 좋을까요?,2026-07-11,954,0,"주차할거 아니고 10만 목표로 계속 스펙업 할 생각인데
방어구(상하모,장신망견) 전부 다 에테르넬로 교체해야 계단식 스펙업에 더 유리할까요? 8만 템세팅으로 추천이 다양해서 무엇을 갈지 방향을 못 잡고 있습니다..
지금은 템환산6.6 3카루타4아케인 입니다.",2,8만 방어구 에테가 좋을까요?,"주차할거 아니고 10만 목표로 계속 스펙업 할 생각인데 방어구(상하모,장신망견) 전부 다 에테르넬로 교체해야 계단식 스펙업에 더 유리할까요? 8만 템세팅으로 추천이 다양해서 무엇을 갈지 방향을 못 잡고 있습니다.. 지금은 템환산6.6 3카루타4아케인 입니다.","8만 방어구 에테가 좋을까요? 주차할거 아니고 10만 목표로 계속 스펙업 할 생각인데 방어구(상하모,장신망견) 전부 다 에테르넬로 교체해야 계단식 스펙업에 더 유리할까요? 8만 템세팅으로 추천이 다양해서 무엇을 갈지 방향을 못 잡고 있습니다.. 지금은 템환산6.6 3카루타4아케인 입니다.",True,True,"['어구', '에테', '주차', '방어', '상하', '장신망견', '에테르넬', '교체', '계단식', '유리', '세팅', '추천', '다양', '방향', '지금', '환산', '3카루타4아케인']",False
아이템,블큐 사용처,2026-07-11,662,0,"현재 장비들 잠재 맞춰주고 있습니다.
블랙 보조와 플라즈마 잠재가 아쉬운 거 같아 바꿔주고 싶은데 이벤트 재화로 산 블큐 다 여기다 박는게 좋을까요?",2,블큐 사용처,현재 장비들 잠재 맞춰주고 있습니다. 블랙 보조와 플라즈마 잠재가 아쉬운 거 같아 바꿔주고 싶은데 이벤트 재화로 산 블큐 다 여기다 박는게 좋을까요?,블큐 사용처 현재 장비들 잠재 맞춰주고 있습니다. 블랙 보조와 플라즈마 잠재가 아쉬운 거 같아 바꿔주고 싶은데 이벤트 재화로 산 블큐 다 여기다 박는게 좋을까요?,True,True,"['사용처', '장비', '잠재', '블랙', '보조', '플라즈마', '아쉽', '이벤트', '재화']",False
아이템,주흔작? 이번 유입입니다,2026-07-11,614,0,"이제 플라즈마하트 곧 받아서 스타포스 주문서도 바르고 주문서작을 좀 해보려고 합니다.
그 카르마하트주문서는 코인수급이 빡세서 30%작을 하다가 매지컬작? 으로 하면 된다는데
질문이 지금 사냥하면서 5만개 정도 주흔 모아놨는데
그냥 플라즈마하트에 30%바르면서 안되면 순백바르고 그렇게 10강 박는거 맞나요? 5만개면 기대값 안일까요!?",1,주흔작? 이번 유입입니다,이제 플라즈마하트 곧 받아서 스타포스 주문서도 바르고 주문서작을 좀 해보려고 합니다. 그 카르마하트주문서는 코인수급이 빡세서 30%작을 하다가 매지컬작? 으로 하면 된다는데 질문이 지금 사냥하면서 5만개 정도 주흔 모아놨는데 그냥 플라즈마하트에 30%바르면서 안되면 순백바르고 그렇게 10강 박는거 맞나요? 5만개면 기대값 안일까요!?,주흔작? 이번 유입입니다 이제 플라즈마하트 곧 받아서 스타포스 주문서도 바르고 주문서작을 좀 해보려고 합니다. 그 카르마하트주문서는 코인수급이 빡세서 30%작을 하다가 매지컬작? 으로 하면 된다는데 질문이 지금 사냥하면서 5만개 정도 주흔 모아놨는데 그냥 플라즈마하트에 30%바르면서 안되면 순백바르고 그렇게 10강 박는거 맞나요? 5만개면 기대값 안일까요!?,True,True,"['주흔', '유입', '플라즈마하트', '스타', '포스', '주문서', '주문서작', '카르마', '하트', '코인', '수급', '빡세', '매지컬', '사냥', '모으', '플라즈마', '순백', '그렇', '기대']",True
아이템,메린이 잠재부여스크롤이 안발려요,2026-07-11,588,0,"가엔링 사서 잠재부여할려고 하는데
카유잠? 그걸 쓰라고하더라구요 근데 그냥 잠재부여스크롤이 템창에 있길래 써보려고했는데
왜안써지는거에요?
설명에는 일반등급 장비템에 사용하면 잠재능력을 부여한다고 되어있는데 ...
한번꼈다빼서 교환불가 만들어 논상태라서 안써지는건가요?
그렇다면 에디셔널 잠재 부여 스크롤은 써지던데 (카르마 아닌 그냥 에디잠재부여)
뭔지 너무헷갈립니다 ㅠㅠ",6,메린이 잠재부여스크롤이 안발려요,가엔링 사서 잠재부여할려고 하는데 카유잠? 그걸 쓰라고하더라구요 근데 그냥 잠재부여스크롤이 템창에 있길래 써보려고했는데 왜안써지는거에요? 설명에는 일반등급 장비템에 사용하면 잠재능력을 부여한다고 되어있는데 .. 한번꼈다빼서 교환불가 만들어 논상태라서 안써지는건가요? 그렇다면 에디셔널 잠재 부여 스크롤은 써지던데 (카르마 아닌 그냥 에디잠재부여) 뭔지 너무헷갈립니다 ㅠㅠ,메린이 잠재부여스크롤이 안발려요 가엔링 사서 잠재부여할려고 하는데 카유잠? 그걸 쓰라고하더라구요 근데 그냥 잠재부여스크롤이 템창에 있길래 써보려고했는데 왜안써지는거에요? 설명에는 일반등급 장비템에 사용하면 잠재능력을 부여한다고 되어있는데 .. 한번꼈다빼서 교환불가 만들어 논상태라서 안써지는건가요? 그렇다면 에디셔널 잠재 부여 스크롤은 써지던데 (카르마 아닌 그냥 에디잠재부여) 뭔지 너무헷갈립니다 ㅠㅠ,True,True,"['메린', '잠재', '부여', '스크롤', '발리', '카유잠', '템창', '설명', '일반', '등급', '장비템', '능력', '교환', '불가', '만들', '그렇', '에디셔널', '카르마', '에디', '헷갈리']",True
기타,제네플러스 질문,2026-07-11,500,0,"이거 시간이 지날수록 한마리씩 오픈되는데
지금 잡아도 오픈 안된건 보상 못받는거?",1,제네플러스 질문,이거 시간이 지날수록 한마리씩 오픈되는데 지금 잡아도 오픈 안된건 보상 못받는거?,제네플러스 질문 이거 시간이 지날수록 한마리씩 오픈되는데 지금 잡아도 오픈 안된건 보상 못받는거?,True,True,"['제네플러스', '지나', '마리', '오픈', '보상']",False
아이템,메소제한 관련 질문이 있습니다,2026-07-11,898,0,"오늘 분명 오전에 2소잰가 3소재한거같은데 2소재 했다치고
오후에 소재 한판하고 나서 메제 수치를 보니 4천만 정도였던거같습니다
그래서 한번 더 소재하면서 전분으로 30분 획득메소 확인해봣는데
이미지와같이 4549만 메소 얻었고 메제수치는 8500만이었습니다
그럼 금일 필드 획득메소가 최소 1.6 은 찍혀있어야 되는거아닌가요?
제가 모르는 다른 시스템이 적용되있는건지;;",10,메소제한 관련 질문이 있습니다,오늘 분명 오전에 2소잰가 3소재한거같은데 2소재 했다치고 오후에 소재 한판하고 나서 메제 수치를 보니 4천만 정도였던거같습니다 그래서 한번 더 소재하면서 전분으로 30분 획득메소 확인해봣는데 이미지와같이 4549만 메소 얻었고 메제수치는 8500만이었습니다 그럼 금일 필드 획득메소가 최소 1.6 은 찍혀있어야 되는거아닌가요? 제가 모르는 다른 시스템이 적용되있는건지;;,메소제한 관련 질문이 있습니다 오늘 분명 오전에 2소잰가 3소재한거같은데 2소재 했다치고 오후에 소재 한판하고 나서 메제 수치를 보니 4천만 정도였던거같습니다 그래서 한번 더 소재하면서 전분으로 30분 획득메소 확인해봣는데 이미지와같이 4549만 메소 얻었고 메제수치는 8500만이었습니다 그럼 금일 필드 획득메소가 최소 1.6 은 찍혀있어야 되는거아닌가요? 제가 모르는 다른 시스템이 적용되있는건지;;,True,True,"['메소제한', '관련', '오전', '소재', '오후', '수치', '전분', '획득메소', '확인', '이미지', '메소', '메제수치', '금일', '필드', '획득', '최소', '찍히', '시스템', '적용']",False
아이템,캐시템 중에 전투복이라고 있잖아요,2026-07-11,673,0,메소샵 숲속의 마법사 세트<- 이것도 전투복인가요??,2,캐시템 중에 전투복이라고 있잖아요,메소샵 숲속의 마법사 세트<- 이것도 전투복인가요??,캐시템 중에 전투복이라고 있잖아요 메소샵 숲속의 마법사 세트<- 이것도 전투복인가요??,True,True,"['캐시템', '전투복', '메소샵', '마법사', '세트']",False
아이템,이벤링 드메 질문,2026-07-11,529,0,"이벤트링4개로만 1줄 드메 맞춘다치면 어떤게 가장 좋을까요?
조건 : 챌섭에메랄드(드메버프없음), 쓸만한 홀리 심볼 30레벨, 재획비 사용
어빌리티 드20 메14
얼장눈장귀고리펜던트는 계산에서 배제.",0,이벤링 드메 질문,"이벤트링4개로만 1줄 드메 맞춘다치면 어떤게 가장 좋을까요? 조건 : 챌섭에메랄드(드메버프없음), 쓸만한 홀리 심볼 30레벨, 재획비 사용 어빌리티 드20 메14 얼장눈장귀고리펜던트는 계산에서 배제.","이벤링 드메 질문 이벤트링4개로만 1줄 드메 맞춘다치면 어떤게 가장 좋을까요? 조건 : 챌섭에메랄드(드메버프없음), 쓸만한 홀리 심볼 30레벨, 재획비 사용 어빌리티 드20 메14 얼장눈장귀고리펜던트는 계산에서 배제.",True,True,"['이벤', '이벤트', '조건', '챌섭에메랄드', '버프', '홀리', '심볼', '30레벨', '재획비', '어빌리티', '얼장눈', '귀고리', '펜던트', '계산', '배제']",False
기타,18앜->18에테 옆그레이드임?,2026-07-11,2553,0,이제 18앜에서 업그레이드 해야 할것 같은데 18에테 가는건 가성비 안나오나?,10,18앜->18에테 옆그레이드임?,이제 18앜에서 업그레이드 해야 할것 같은데 18에테 가는건 가성비 안나오나?,18앜->18에테 옆그레이드임? 이제 18앜에서 업그레이드 해야 할것 같은데 18에테 가는건 가성비 안나오나?,True,True,"['에테', '옆그레이드', '업그레이드', '가성비']",False
아이템,자섯펫 무한 교환 임?,2026-07-11,809,0,"어디선가 타인과 1회 교환 , 구매 후 수령시 교불 이런 단어 본거같은데
자섯펫 장착만 안하면 무한 교환 임?",6,자섯펫 무한 교환 임?,"어디선가 타인과 1회 교환 , 구매 후 수령시 교불 이런 단어 본거같은데 자섯펫 장착만 안하면 무한 교환 임?","자섯펫 무한 교환 임? 어디선가 타인과 1회 교환 , 구매 후 수령시 교불 이런 단어 본거같은데 자섯펫 장착만 안하면 무한 교환 임?",True,True,"['자섯펫', '무한', '교환', '수령', '교불', '단어', '장착']",False
기타,pc방에서도하시는분들 부드럽게느껴지나요?,2026-07-11,589,0,"집160헤르츠인가지원이고 pc방보다사양더좋은데
pc방은 보통144헤르츠인데도 점프이동기만써도 더부드럽게느껴지던데
이건 pc방ip 집ip차이라서 어떻게못하는거겠죠?
예를들어 넥슨게임이pc방에 계약을하는거니까 더 빠른회선?이라던가 아니면 pc방자체 회선이라던가
저처럼 느끼시는분계신지도 궁굼하네요
다른사람들은 안느껴진다해서요",6,pc방에서도하시는분들 부드럽게느껴지나요?,집160헤르츠인가지원이고 pc방보다사양더좋은데 pc방은 보통144헤르츠인데도 점프이동기만써도 더부드럽게느껴지던데 이건 pc방ip 집ip차이라서 어떻게못하는거겠죠? 예를들어 넥슨게임이pc방에 계약을하는거니까 더 빠른회선?이라던가 아니면 pc방자체 회선이라던가 저처럼 느끼시는분계신지도 궁굼하네요 다른사람들은 안느껴진다해서요,pc방에서도하시는분들 부드럽게느껴지나요? 집160헤르츠인가지원이고 pc방보다사양더좋은데 pc방은 보통144헤르츠인데도 점프이동기만써도 더부드럽게느껴지던데 이건 pc방ip 집ip차이라서 어떻게못하는거겠죠? 예를들어 넥슨게임이pc방에 계약을하는거니까 더 빠른회선?이라던가 아니면 pc방자체 회선이라던가 저처럼 느끼시는분계신지도 궁굼하네요 다른사람들은 안느껴진다해서요,True,True,"['부드럽', '느끼', '헤르츠', '지원', '사양', '점프', '이동', '넥슨', '게임', '계약', '빠르', '회선', '자체', '계시', '궁굼', '사람']",False
기타,시그너스 기사단 코디 무슨 방법으로도 못구하나요??,2026-07-11,581,0,"윈브 키우고있는 메린이중 메린이 인데 지금 캐시샵에서 파는 기사단장 이리나 세트 남자 윈브한테 안어울려서
4년전에 시그너스 리마스터때 준 윈브 코디 구하고싶은데 아예 못구하는 한정판 상품인가요??",1,시그너스 기사단 코디 무슨 방법으로도 못구하나요??,윈브 키우고있는 메린이중 메린이 인데 지금 캐시샵에서 파는 기사단장 이리나 세트 남자 윈브한테 안어울려서 4년전에 시그너스 리마스터때 준 윈브 코디 구하고싶은데 아예 못구하는 한정판 상품인가요??,시그너스 기사단 코디 무슨 방법으로도 못구하나요?? 윈브 키우고있는 메린이중 메린이 인데 지금 캐시샵에서 파는 기사단장 이리나 세트 남자 윈브한테 안어울려서 4년전에 시그너스 리마스터때 준 윈브 코디 구하고싶은데 아예 못구하는 한정판 상품인가요??,True,True,"['시그너스', '기사단', '코디', '방법', '구하', '윈브', '메린이중', '메린', '캐시', '기사', '단장', '이리나', '세트', '남자', '어울리', '마스터', '한정판', '상품']",True
아이템,뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ),2026-07-11,608,0,"미트라가 좋다해서 사려니까 비싸..
보조깃펜 레전사라니까 지금 비싸..
에테크뎀장갑 사라니까 지금 비싸..
일단 돈을 착실하게 모으면서 샤타포스미라클로 최대한 여명과 하트를 완성해놨는데
다음 돈 모아서 뭐부터 사면 좋을까요??
다음주에 해방하는 뉴비입니다 형님들!",2,뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ),미트라가 좋다해서 사려니까 비싸.. 보조깃펜 레전사라니까 지금 비싸.. 에테크뎀장갑 사라니까 지금 비싸.. 일단 돈을 착실하게 모으면서 샤타포스미라클로 최대한 여명과 하트를 완성해놨는데 다음 돈 모아서 뭐부터 사면 좋을까요?? 다음주에 해방하는 뉴비입니다 형님들!,뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ) 미트라가 좋다해서 사려니까 비싸.. 보조깃펜 레전사라니까 지금 비싸.. 에테크뎀장갑 사라니까 지금 비싸.. 일단 돈을 착실하게 모으면서 샤타포스미라클로 최대한 여명과 하트를 완성해놨는데 다음 돈 모아서 뭐부터 사면 좋을까요?? 다음주에 해방하는 뉴비입니다 형님들!,True,True,"['뉴비', '세팅', '상담', '신청', '비싸', '주의', '미트라', '보조', '전사', '에테크뎀', '장갑', '모으', '샤타포스미라클', '여명', '하트', '완성', '해방']",True
아이템,챌섭 3일차 뉴비입니다. 200억으로 드메탬 부터 살까요?,2026-07-11,691,0,"하루에 3~5시간 정도 꾸준히 사냥할거 같은데 200억으로 뭐부터 살까요?
만약 산다하면 그냥 드메 2줄짜리를 바로 살까요?
현재 이벤링 매획20퍼 2개 있습니다.",1,챌섭 3일차 뉴비입니다. 200억으로 드메탬 부터 살까요?,하루에 3~5시간 정도 꾸준히 사냥할거 같은데 200억으로 뭐부터 살까요? 만약 산다하면 그냥 드메 2줄짜리를 바로 살까요? 현재 이벤링 매획20퍼 2개 있습니다.,챌섭 3일차 뉴비입니다. 200억으로 드메탬 부터 살까요? 하루에 3~5시간 정도 꾸준히 사냥할거 같은데 200억으로 뭐부터 살까요? 만약 산다하면 그냥 드메 2줄짜리를 바로 살까요? 현재 이벤링 매획20퍼 2개 있습니다.,True,True,"['챌섭', '3일차', '뉴비', '하루', '사냥', '이벤링', '매획20퍼']",True
기타,카엔슬 죽는거 보자마자 팅겼는데,2026-07-11,525,0,"잡은걸로 치나요 안잡은걸로 치나오?
카엔슬 죽는 순간 아들이 전원을 눌러버림..
밖이라 확인 못하는데 너무 궁금하네요 ㅋㅋ",1,카엔슬 죽는거 보자마자 팅겼는데,잡은걸로 치나요 안잡은걸로 치나오? 카엔슬 죽는 순간 아들이 전원을 눌러버림.. 밖이라 확인 못하는데 너무 궁금하네요 ㅋㅋ,카엔슬 죽는거 보자마자 팅겼는데 잡은걸로 치나요 안잡은걸로 치나오? 카엔슬 죽는 순간 아들이 전원을 눌러버림.. 밖이라 확인 못하는데 너무 궁금하네요 ㅋㅋ,True,True,"['카엔슬', '순간', '아들', '전원', '누르', '버리', '확인', '궁금하']",False
아이템,스펙터블래스트 보상질문이요,2026-07-11,552,0,"제가 이번에 복귀해서 이번주 스펙터 처음해봤는데 담주하면 이벤트 끝이더라구요..?
그럼 케이라로이드? 는 못받는거죠?
클리어횟수 아니고 경치수령횟수기준인거죠..?",2,스펙터블래스트 보상질문이요,제가 이번에 복귀해서 이번주 스펙터 처음해봤는데 담주하면 이벤트 끝이더라구요..? 그럼 케이라로이드? 는 못받는거죠? 클리어횟수 아니고 경치수령횟수기준인거죠..?,스펙터블래스트 보상질문이요 제가 이번에 복귀해서 이번주 스펙터 처음해봤는데 담주하면 이벤트 끝이더라구요..? 그럼 케이라로이드? 는 못받는거죠? 클리어횟수 아니고 경치수령횟수기준인거죠..?,True,True,"['스펙터블래스트', '보상', '복귀', '스펙터', '처음', '이벤트', '케이라로이드', '클리어', '횟수', '경치', '수령', '기준']",True
기타,280레벨 달성했는데 블루베리는 그냥 다 쓰면 되나요??,2026-07-11,967,0,"지난주에 280레벨을 달성했습니다
이번주에 새로 블루베리 쿠폰을 받았는데
앞으로 받는 족족 다 쓰는게 나을까요??
270렙때 효율이 가장 좋다고 들었는데
이미 지나간지라 그냥 쓰면 괜찮은것인지 궁금합니다",4,280레벨 달성했는데 블루베리는 그냥 다 쓰면 되나요??,지난주에 280레벨을 달성했습니다 이번주에 새로 블루베리 쿠폰을 받았는데 앞으로 받는 족족 다 쓰는게 나을까요?? 270렙때 효율이 가장 좋다고 들었는데 이미 지나간지라 그냥 쓰면 괜찮은것인지 궁금합니다,280레벨 달성했는데 블루베리는 그냥 다 쓰면 되나요?? 지난주에 280레벨을 달성했습니다 이번주에 새로 블루베리 쿠폰을 받았는데 앞으로 받는 족족 다 쓰는게 나을까요?? 270렙때 효율이 가장 좋다고 들었는데 이미 지나간지라 그냥 쓰면 괜찮은것인지 궁금합니다,True,True,"['레벨', '달성', '블루베리', '지난주', '쿠폰', '족족', '효율', '지나가', '괜찮', '궁금하']",False
아이템,마깃안 27/30 차이 있을까요?,2026-07-11,853,0,"12/9/6 60억초중반
12/9/9 70억 초중반
이정도 하는거 같은데 나중에 팔때생각하면 30퍼 사야할까요? 27퍼는 뭔가 잘 안팔릴꺼같은데",2,마깃안 27/30 차이 있을까요?,12/9/6 60억초중반 12/9/9 70억 초중반 이정도 하는거 같은데 나중에 팔때생각하면 30퍼 사야할까요? 27퍼는 뭔가 잘 안팔릴꺼같은데,마깃안 27/30 차이 있을까요? 12/9/6 60억초중반 12/9/9 70억 초중반 이정도 하는거 같은데 나중에 팔때생각하면 30퍼 사야할까요? 27퍼는 뭔가 잘 안팔릴꺼같은데,True,True,"['차이', '초중반', '나중', '팔리']",False
기타,헥사스탯 최적화 어떻게 해야할지 모르겠습니다,2026-07-11,672,0,"지금 헥사스탯 2까지 떡작 했습니다. 원래 2에서 크공주로 하라고 했는데 바뀌더라고요
그래서 안 바꾸면 3에서 부스탯이 겹쳐서 주스탯을 넣지 못하는데 어떻게 해야하나요?",6,헥사스탯 최적화 어떻게 해야할지 모르겠습니다,지금 헥사스탯 2까지 떡작 했습니다. 원래 2에서 크공주로 하라고 했는데 바뀌더라고요 그래서 안 바꾸면 3에서 부스탯이 겹쳐서 주스탯을 넣지 못하는데 어떻게 해야하나요?,헥사스탯 최적화 어떻게 해야할지 모르겠습니다 지금 헥사스탯 2까지 떡작 했습니다. 원래 2에서 크공주로 하라고 했는데 바뀌더라고요 그래서 안 바꾸면 3에서 부스탯이 겹쳐서 주스탯을 넣지 못하는데 어떻게 해야하나요?,True,True,"['헥사스탯', '최적화', '2까지', '떡작', '크공주', '바뀌', '부스탯', '겹치', '주스탯']",False
몬스터,메린이 보스 질문,2026-07-11,462,0,"형들 겁나 메린이라 아는거 하나 없어서 물어보는데
검밑솔이라고 하면 보통 스데미 루시드 카엔슬 더스크 등 하드보스 다 잡고
남은 아래보스는 뭘잡나요..? 그냥 결정석 가격보고 잡나요??",4,메린이 보스 질문,형들 겁나 메린이라 아는거 하나 없어서 물어보는데 검밑솔이라고 하면 보통 스데미 루시드 카엔슬 더스크 등 하드보스 다 잡고 남은 아래보스는 뭘잡나요..? 그냥 결정석 가격보고 잡나요??,메린이 보스 질문 형들 겁나 메린이라 아는거 하나 없어서 물어보는데 검밑솔이라고 하면 보통 스데미 루시드 카엔슬 더스크 등 하드보스 다 잡고 남은 아래보스는 뭘잡나요..? 그냥 결정석 가격보고 잡나요??,True,True,"['메린', '보스', '겁나', '스데미', '루시드', '카엔슬', '더스크', '하드보스', '아래보스', '결정', '가격']",True
