term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
공마,1,6,1,11,2,0,0,1,0,3,직업,0.16666666666666666,0.41952867340286965,1.6683371216997345,제네시스 무기 추옵 궁금해요,헥사스탯 3 열려고 하는데 질문이 있습니다,헥사 떡작 질문드려요
찍기,1,6,1,8,2,0,0,1,0,3,직업,0.16666666666666666,0.41952867340286965,1.6683371216997345,무자본 하드메이린 방향 추천 부탁드립니다.,메린이 질문!!,유니온 계정 버리고 새로 키우는게 맞을까요 조언 부탁드립니다!
나나요,1,5,2,7,2,0,1,0,1,1,몬스터,0.2,0.4005740186284485,1.668289653031544,선생님들 리레 4랑 3이랑 차이 큰가요?,에디에픽 토드 비용 1억 메소 사용할만 한가?,여명 18 21퍼 가격차이가 보통 얼마나 나나요?
닉은,1,6,1,7,3,0,1,1,0,1,몬스터,0.16666666666666666,0.4169351991729952,1.66528907525098,이제 뭘 더 올리지... 레벨은 너무 오래 걸리는데ㅇㅅㅇ,챌섭 진로 질문드려요,레테인데 해방 무기 윗잠 돌릴까요 말까요?
이지 카링,2,6,1,9,3,0,1,1,0,1,몬스터,0.16666666666666666,0.4169351991729952,1.66528907525098,플라즈마 하트 스페어 질문,여명으로 카링 될까요?,메린이 하드 메이린까지 진로 상담 부탁드립니다.
질문좀용,1,3,3,6,2,0,0,1,0,0,직업,0.3333333333333333,0.6961648147281728,1.6646483574967101,드메 질문좀용,메린이 렌 신규스킬 질문좀용,챌섭 누비 검환불 질문좀용
스우 데미안,2,5,0,5,3,2,0,0,0,0,퀘스트,0.4,0.8580032000354849,1.664547413759804,햄들 스펙업 조언좀 부탁드림다...,제네패스 해방 날짜 메린이 질문드립니다!,메린이 제네패스 어둠의 흔적 관련해서 질문
이상태,1,5,0,5,3,2,0,0,0,0,퀘스트,0.4,0.8580032000354849,1.664547413759804,똥블렘 언제까지 써야하나요? 투자를 좀 해서...,님들 282렙 86000점인데 챌 하려면,뉴비 아이템 질문
챌섭 유입된,2,5,0,5,3,2,0,0,0,0,퀘스트,0.4,0.8580032000354849,1.664547413759804,에테 18성 직작 vs 완작사기,제네 플러스 코인 뭐돌릴까요?,(제네 해방) 하드 검마 파티격 흔적 획득량
재미,1,9,0,10,6,0,0,1,0,2,아이템,0.6666666666666666,0.44523006002294196,1.6638825960778583,전투력 1억5천 메린이 다음 스펙업을 도통 못잡겠어요 ㅠㅠ,궁금해서 그러는데 유챔나온게 왜 다들 별로라는거야?,메린이 제네시스 무기 질문해봅니다
혹시나,1,9,0,9,6,0,0,1,0,2,아이템,0.6666666666666666,0.44523006002294196,1.6638825960778583,뉴비 제논 진로 방향 알려주실분,4여명 5칠흑으로 7~8만 될까요?,메린이 템셋 조언 부탁드립니다.
어렵네요,1,11,0,11,7,0,0,1,1,2,아이템,0.6363636363636364,0.338307893503842,1.6627850920157339,계륵같은 에디인데 어케해야할까요,카룻을 갈까요 에테를 갈까요?,복귀뉴비 템진단좀 부탁드립니다
ex,1,6,0,6,1,0,2,0,0,3,몬스터,0.3333333333333333,0.7074314100553213,1.6612540548212371,님들 리프 질문 285렙 링크 관련,하드 카링 2인 파티배율 145% 빌드 궁금합니다,챌섭 뉴비 세렌 질문 드려요
돌았는데,1,4,1,5,1,2,1,0,0,0,퀘스트,0.5,0.7085408020606268,1.6607965842685173,좀비머쉬맘이 없어요,킹오루 얻을라고 카오스루타비스 각 1번씩 돌았는데 굳이 얻을 필요 없나요?,찐 메린이 입니다... 살려주세요
1개만,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,보스 코인 질문이요,챌섭뉴비 레테 템 진로 잘 짠걸까요??,형님들 메이플 id관련좀 알려주십숑
1은,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,제네플 잠재 더이상 건들지말고 환불 돌릴까요 ?,헥사 떡작 질문드려요,헥사2 옵션선택 질문
281렙,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,챌섭 챌린저 질문,레테 하드 메이린 까지 가야되는데 템상담 좀 해주세요,아버 하버 다 놓친 후발대인데..
4석펫,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,챌섭 떠날까요?,형님들 리프 언제 해야하나요?,5석펫 효과도 사용횟수 제한이있나요??
끝나기전까지,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,6월말 유입 뉴비 현실적인 조언 부탁드립니다,템셋계획좀 봐주실수 있을까요??,아스트라 보조무기 얻는데 얼마나 걸려요?
된다는데,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,3일차 뭐해야할지 모르겠어요 메쌤들 좀 도와주세요,챌린저스 서버 저번주에 알아서 이제 시작하는데 제네시스 무기 해방 될까요??ㅜㅜ,주흔작? 이번 유입입니다
딜찍누,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,투력 6600만 메린이 검마 잡고 싶습니다.,형님들 템셋 조언좀 해주십쇼,메린이 검마 솔로 첫격파입니다
몇년만,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,사우나 어디에 쓰는게낫나요?,루나 익스텐션 궁금합니다.,형님들 질문좀요.
새벽,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,이번 유입 앞으로 템세팅 관해서 여쭤봅니다,메이플 목요일 보스,넥슨플러그 갑자기 로그인됐는데
여전히,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,대장장이 고견 나눠주실 메짱엉아들?,메이플 좀 켜두면 생기는 잔렉? 프레임드랍? 해결방법 있을까요..,"메린이, 메복이 궁금증들 해소해주라"
적혀있는데,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,스타포스,피씨방 누적 접속시간,환산 링크에서 번호 매겨서 있는순이 중요도인가요
케릭,1,5,0,6,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,본섭 깡통케릭들 유챔용으로 살릴만한가요?,4주차 뉴비 앞으로 진로방향좀 가르쳐주세요!,뉴비 유니온에 대해 궁금해요!
하여,1,5,0,5,1,0,0,0,0,4,기타,0.8,0.8526665699072489,1.6597664349767867,레테 보조 질문드립니다..,본캐 / 챌섭 부캐 투자우선권 질문입니다.,안녕하세요...메이플 시작 3주차인데..
6차스킬,1,5,0,5,0,0,4,1,0,0,몬스터,0.8,0.8493047823354687,1.6567546776191515,노말 진힐라 258퍼 인데 너무 힘들어요...,뉴비 복귀유저 자유전직 문의 드립니다,
정도인데,1,8,0,8,3,1,0,0,0,4,퀘스트,0.125,0.5077388757537479,1.656420457005708,이번 챌섭 유입 메린이 제네시스 무기 잠재능력 질문 있습니다,아스트라 보조 질문입니다,형님들 질문 있습니다.
4년전에,1,5,0,5,1,0,0,3,0,1,직업,0.6,0.8489086029502967,1.656399748536704,제로<>렌 직변 해보신분 궁금합니다.,시그너스 기사단 코디 무슨 방법으로도 못구하나요??,복귀는 무조건 챌섭이야?
버닝 비욘드,2,4,2,7,0,1,0,1,0,2,퀘스트,0.25,0.5479884749640008,1.6562566410469175,버닝 비욘드 캐릭을 리프시키면 다른 캐릭터에게 가능할까요?,버닝 비욘드 270 본캐 선택 하고 렙업 했는데 이전 보상 못받나요?,복귀유저인데 버닝비욘드 어디다가 줘야할까요?
하드 듄켈,2,5,1,6,2,1,0,1,0,1,퀘스트,0.2,0.5302542804623162,1.6559993884162838,이번 이벤으로 시작한 늅늅이 장비좀 봐주실수 있을까요?,환산 스탯 기준 100% 넘으면 잡을만 한건가요?,"메린이 하드듄켈,진힐라에 막혔습니다 장비 고민.."
전부다,1,7,0,8,2,0,0,2,0,3,직업,0.2857142857142857,0.5910816473994608,1.6542806369034138,제네무기 고민중인데여..,링크3렙 방법 알려주세용,아버 끝나고 방어구
팬텀,1,5,1,7,0,0,1,0,0,4,몬스터,0.2,0.5273332893287218,1.652838371588845,필터키 질문드립니다.,복귀뉴비 200레벨비약 질문이 있습니다,뉴비 하드세렌 질문드립니다
200비약,1,4,1,6,1,1,0,0,0,2,퀘스트,0.25,0.6995000070391078,1.652008429210879,스카니아? 엘리시움?,200비약 질문 드려요,레테 칭호 얻으려는데 도와주세요
하드 스우,2,4,1,5,1,1,0,0,0,2,퀘스트,0.25,0.6995000070391078,1.652008429210879,메린이 템 셋팅 질문!!,하드 스우에서 루컨마 떳는데,제네패스 해방 날짜 메린이 질문드립니다!
였는데,1,7,0,7,3,0,2,1,0,1,몬스터,0.2857142857142857,0.5885028467305246,1.6515994042840647,제로<>렌 직변 해보신분 궁금합니다.,에디에픽2줄 이거 가능한걸까요.. ?!?,이번 모멘텀 패스 및 경험치 BM류 관련 질문입니다
카이,1,6,1,9,2,0,1,1,0,2,몬스터,0.16666666666666666,0.40524238458454703,1.6515467979722145,메이플 쌩뉴비 질문드려요...,자석펫 질문이요~,초보 보스 공략하려면 환산주스탯 몇퍼정도부터 트라이하면 좋을까요?
부족해서,1,10,0,11,5,0,0,1,0,4,기타,0.4,0.37653775966613057,1.650396693365937,하드 메이린 배율좀 봐주세요,하드 메이린 잡고 싶은데 스펙업 방향을 알려주세요!,작을 새로 해주는게 나을까요?
3표 투표,2,6,0,6,4,0,0,2,0,0,직업,0.3333333333333333,0.6961648147281728,1.6502921637250383,8만대 목표 템세팅 질문,291 메르 vs 281 레테 조언 부탁드립니당ㅠ,도미 쓸까요 팔까요
3표 투표 종료되었습니다,3,6,0,6,4,0,0,2,0,0,직업,0.3333333333333333,0.6961648147281728,1.6502921637250383,8만대 목표 템세팅 질문,291 메르 vs 281 레테 조언 부탁드립니당ㅠ,도미 쓸까요 팔까요
경우에,1,9,0,10,3,0,1,0,0,5,기타,0.5555555555555556,0.43342132125817284,1.650287283154449,동전꼽기가 운영정책 위반인지 여부,보마 카링1페 질문 있습니다,소과금 익스우 솔플 목표로 템세팅 질문이여
간신히,1,5,0,5,2,2,0,0,0,1,퀘스트,0.4,0.8402326606919903,1.648627147688806,이번 이벤으로 시작한 늅늅이 장비좀 봐주실수 있을까요?,보스 윌을 클리어하지를 못하겠습니다..,복귀쌩뉴비 템 진로상담(사실상 황무지에서 재건) 질문
검은마법사,1,5,0,5,2,2,0,0,0,1,퀘스트,0.4,0.8402326606919903,1.648627147688806,제네시스 해방퀘스트 질문,(제네 해방) 하드 검마 파티격 흔적 획득량,메린이 스펙업 방향성 조언 부탁드립니다 ㅠㅠ
격파,1,5,0,5,2,2,0,0,0,1,퀘스트,0.4,0.8402326606919903,1.648627147688806,형님들 템 뭐 부터 교체해야 하는지 추천 부탁드립니다.,해방날짜 이거 맞나요??,템셋계획좀 봐주실수 있을까요??
해방하,1,5,0,5,2,2,0,0,0,1,퀘스트,0.4,0.8402326606919903,1.648627147688806,뉴비템세팅 상담신청! (feat. 이게 좋데! 하고 사려고 하면 비쌈주의ㅠ),챌시즌2 하다가 이번에 복귀 질문,오늘 검마 솔격으로 잡아야 되는건가요?
안할,1,4,2,6,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.6483884831392042,챌섭 메린이 해방했는데 잠재 어떻게 할까요?,메이플 일반 택배가 12시간이 지났는데도 도착 안할 수 있나요?,안녕하세요! 복귀 뉴비 직업 고민 선택 부탁드립니다.
재설정,1,4,2,7,1,0,0,1,0,2,직업,0.25,0.5406346522178842,1.6483884831392042,레테 메이플 뉴비 어빌리티 재설정 질문,챌섭 사파이어보상 유니크에잠 잘못 썼는데 혹시 복구해줄까요...?,어빌리티 재설정 질문 드립니다
칭호,1,3,2,10,1,1,0,0,0,1,퀘스트,0.3333333333333333,0.7874252086762499,1.6472860383646561,벨룸과 칠요,카벨룸 칭호,레테 칭호 얻으려는데 도와주세요
가야할지,1,8,0,8,6,0,0,1,0,1,아이템,0.75,0.49878016789360424,1.6465783104599665,메린이 익스우 템세팅 질문,챌린저 찍고싶은 메린인데 향후 템셋팅 어떻게 해야하나요?,[뉴비] 메짱이형님들 템진로 조언 부탁드립니다
이상태인데,1,8,0,8,6,0,0,1,0,1,아이템,0.75,0.49878016789360424,1.6465783104599665,데티목표입니다 조각 템펙업 고민입니다,챌섭 유입 질문 한개 해도 되겠습니까,메짱 성님들 챌섭 제네 진로점영
있을까,1,8,0,8,6,0,0,1,0,1,아이템,0.75,0.49878016789360424,1.6465783104599665,메린이 에디 레전 천장 어떻게 하는게 좋을까요,메린이 하드 메이린 배율 105인데 못잡겠습니다..,안녕하세요...메이플 시작 3주차인데..
얘는,1,5,1,6,2,0,1,2,0,0,직업,0.4,0.5200993541307358,1.6450100044889089,뉴비 검마까지 방향성 조언좀....,렌 돌진기 질문,챌섭 복귀유저 렌 스펙업 훈수 부탁드립니다.
짜리,1,9,0,9,6,0,0,2,1,0,직업,0.2222222222222222,0.4286718759412273,1.6448192821610546,부케소마 214 200 짜리두마리인데,뉴비 루컨마 시세 문의 드립니다..!!!,미트라 교체 타이밍 궁금합니다
되었습니다,1,8,0,9,2,1,0,0,0,5,퀘스트,0.125,0.49533989842509946,1.6427987881455373,챌섭 블큐 화에큐 사용처 및 챌 달성 질문,제네무기 옵션 방향성좀 알려주세요...,진짜 초보 메린이 질문있습니다
준극딜,1,5,1,7,0,0,2,3,0,0,직업,0.6,0.5156450732396937,1.640189703362764,메잘알 형들 나로 질문이요ㅜㅜ,세렌 딜 충분할까요?,제논 고수분들 도와주십셔ㅜ
키워서,1,10,0,10,1,0,0,2,1,6,직업,0.2,0.365708185902045,1.6374126014982762,본섭 깡통캐릭 유챔하는거 별로일까요?,루나 크리스탈 키 평소 시세가 10억 쯤 될까요?,보스돌이 재화투자 질문
메카닉,1,5,0,8,0,0,0,3,0,2,직업,0.6,0.8261146446834995,1.6359791032538427,복귀뉴비 200레벨비약 질문이 있습니다,200렙 만드는 물약 어디에 쓰는게 효율적인가요?,지난주에 시작한 뉴비 질문 드려봅니디
메이린 노말,2,4,1,5,3,0,1,0,0,0,몬스터,0.25,0.6827633538461116,1.635739472437069,챌썹 랩 276 썬콜 메이플 처음하는 메린이 메이린 최소컷 질문 ㅠ,하드 메이린이랑 노말 메이린 차이가 큰가요?,메이린 헤어/성형 쿠폰
오르는거,1,4,1,5,3,0,1,0,0,0,몬스터,0.25,0.6827633538461116,1.635739472437069,"하드메이린 환산 오르는거 평딜,준극이랑 오리진이랑 비슷하면",스펙업 질문!,주흔 15% 작하려는데
싶어서요,1,12,0,12,6,0,0,1,1,4,시세,0.08333333333333333,0.2751855941201792,1.635393235141381,꼭 챌린저스나 하이퍼버닝으로 키워야 하나요 ?,얼굴장식 토드,루컨마 추옵 가격 좀 알려주세요
맞는건지,1,8,0,8,3,0,2,2,0,1,몬스터,0.25,0.4868325536918419,1.6334525146776446,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,챌섭 뉴비 질문입니다.,일보 챙겨잡는게 좋나요?
받았습니다,1,5,0,5,1,2,0,0,0,2,퀘스트,0.4,0.8231832940769283,1.633352965650367,동전꼽기가 운영정책 위반인지 여부,뉴비가 모험미션 질문드리겠습니다!,메린이 도움!!
가야할까요,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,미트라 무조건 가야할까요?,스펙업 질문 !,챌섭 템맞추려는데 궁금한게 생겼습니다
가져가는게,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,세트효과 어떻게 가져가는게 좋을까요,메린이 방향성이 잘못된걸까요? 현실조언 부탁드립니다,이벤링 잠재 질문
궁금한,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.,챌섭 쌩뉴비 여러 가지 질문 드립니다 !,수로랑 플래그 돌아도 오프접하면 안되는 이유가 궁금해서 질문을 합니다아
달면,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,에테 이 정도 되는 옵션 작된 장비 18성 달면 얼마 정도 할까요?,하드메이린 진로,"매쌤들께 스타포스 여쭤봐요(마이링,데브펜)"
되나여,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,복귀 메린이인데 블랙보조 질문드립니다,챌섭뉴비 마도서 팔아도 되나여,피씨방 누적 접속시간
바꾸는거,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,레테 하드 메이린 스펙 업 질문 있습니다!,본캐렌인데 레테로 바꾸는거 어때연,챌섭 거공 vs 드메템 고민 중입니다
시점,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,칠흑 아랫급에 별누르는건 요새 별로임?,환산 특정 시점으로 돌아가서 보기,렌 템셋고민
얻을수,1,5,1,7,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,세렌 여명 팁 좀 주세요 . . .,대적자 큐브,제네무기 질문
이지 대적자,2,5,1,7,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,이지 대적자가 안잡혀서 다음 템세팅 조언좀요..,메린이 하드 메이린까지 진로 상담 부탁드립니다.,이번 메이플 챌린저스 유입 뉴비입니다. 도와주세요
접은,1,5,1,6,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,선생님들이라면 이 예전 미해방 본캐 어케 처리하실건가요?,초보인데 메이플 좋은직업이있을까요,모멘텀 패스 구매고민
줄까요,1,5,1,7,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,모멘텀 패스 플러스 누구 줄까요?,메카베리 본캐vs부캐,챌섭 부캐 에디 레전 천장 사용처 질문
하메 배율,2,5,1,7,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,1.6330216430759972,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,284->285되면 하메 배율 얼마정도 오르나요,제네 잠재 질문있습니디
괜찮은가요,1,5,1,6,3,0,0,1,0,1,직업,0.2,0.5075135350649752,1.631389974836503,120억에 샀는데 ㄱㅊ은가요??,제네패스 지금써도 괜찮은가요??,초보인데 메이플 좋은직업이있을까요
산다,1,5,1,8,3,0,0,1,0,1,직업,0.2,0.5075135350649752,1.631389974836503,선생님들 메린이 진로 추천 부탁드리겠습니다,레테 9만원 정도 현질해서 장신구 산다 치면,뉴비 해방이후 스펙업 방향성 검토 부탁드리겠습니다
이중,1,5,1,6,3,0,0,1,0,1,직업,0.2,0.5075135350649752,1.631389974836503,챌섭 유입 메린이 템 진로 고민입니다 !!,메린이 본캐 정하는루트 이중에 뭐가좋을까요?,뉴비 듀블 레잠 질문입니다!
좋은건지,1,5,1,7,3,0,0,1,0,1,직업,0.2,0.5075135350649752,1.631389974836503,본캐 데티해방까지 본캐만 쭉 투자해도되나요?,오리진 패치이후 무조건 선오리진이 좋나요?,안녕하세요 챌섭유입 메린이 해방무기 추옵질문입니다!
하시나요,1,5,1,7,1,0,1,2,0,1,직업,0.4,0.5072373890878926,1.63109113720213,검마 극딜 질문,뉴비 챌린저스 서버 부캐(?) 질문,메고수님께 자석펫 위치 질문
아니라면,1,7,0,7,4,1,0,0,0,2,퀘스트,0.14285714285714285,0.5679926414696079,1.6302745178600997,메잘알 선배님들 질문,노칼 딜배율 200% 목표 / 18에테 교체 순서 및 칠흑·엠블 문의,혹시 나중에 이벤트로 버닝캐 한마리 더 줄수도있나요?
넘게,1,10,0,10,7,0,1,1,0,1,아이템,0.7,0.3592320776160527,1.6296480867757204,잠재 좀더 돌려야될까요?,울티마 40렙부터 경험치 올리기 빡센게 맞는거죠?,메린이 챌린저 달았는데 이제 세팅 뭐부터할까요?
들어갈,1,4,1,5,0,1,0,0,0,3,퀘스트,0.25,0.6761818942309646,1.6293419280324202,캐시샵 들어가는게 엄청 오래걸리는데 해결법 아시는분 계신가요,어빌리티 설정,마빌 채광을 들어갈 수가 없음ㅠㅠ
스토리,1,4,1,5,0,1,0,0,0,3,퀘스트,0.25,0.6761818942309646,1.6293419280324202,메이플 뉴비 ai한태 챌썹 물어봤는데 맞나요?,미션 울티마 스토리 퀘,15일 이용 제한을 받았는데 사유가....
생각중,1,7,0,7,6,0,0,1,0,0,아이템,0.8571428571428571,0.5669729146698427,1.6292142867258017,메린이 챌섭 미라클 타임 문의,메고수 형님들 뉴비 스펙업 도움,템 진로상담 해주실분
여명 4셋,2,7,0,7,6,0,0,1,0,0,아이템,0.8571428571428571,0.5669729146698427,1.6292142867258017,칠흑 보통 얼마정도 하나요?,뉴비 50억으로 뭐해야 할 까요 ?,30억 있는데 템 어떻게 보강해야할까요??
같긴한데,1,10,0,10,4,1,1,0,0,4,퀘스트,0.1,0.3581381016406273,1.6283364668657065,스펙업 질문!,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,미트라 vs 에테 장갑 고민 추천 부탁드립니다.
얘도,1,6,0,6,3,0,0,2,0,1,직업,0.3333333333333333,0.6733120774840683,1.6280574770565395,뉴비 검마까지 방향성 조언좀....,레테 쿨뚝 질문,리프 관련해서 질문 드립니다. ㅠㅠ
있긴한데,1,11,0,11,7,0,1,0,1,2,아이템,0.6363636363636364,0.3102100171340294,1.6278747920975998,보마 하드메이린 연모배율 103.6퍼에 어센트 2번봤는데 3.8퍼 남으면 최종뎀 얼마나 올려야할까요???,복귀뉴비라서 아이템 가격 질문 드립니다,똥블렘 vs 미트라 고민좀용 ㅠㅠㅠㅠㅠ
350억,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,안녕하세요 선생님들 템 진로 고견좀 여쭙습니다,메린이 방향성이 잘못된걸까요? 현실조언 부탁드립니다,챌섭 유입 질문드립니다.
5줄 보조,2,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,5줄 보조 아스트라 전승 시켜도 되나요?,다음 스펙업 뭐가좋을까요?,템세팅 질문
교환,1,4,1,11,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,첼섭 구 마라벨 헤어 질문,자섯펫 무한 교환 임?,메린이 드메템 질문이요!
노릴,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,렌 해방무기좀 봐주셈 큐브,템세팅 진로 질문드립니다,챌린저 노릴 수 있을까요
다른 아이템,2,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,에디 레전 천장 관련 질문,챌린저스 서버 캐릭터 육성 질문,카유잠
달았는데,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,진로 고민 도와주세요,메린이 챌린저 달았는데 이제 세팅 뭐부터할까요?,mvp 레드만 유지하고 블랙으로 가긴 싫은데 질문있습니다
도와줘요,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,메쌤 도와줘요,이거 윗잠 돌리는게 낫나요 ?,"매쌤들께 스타포스 여쭤봐요(마이링,데브펜)"
된걸,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,18성 주문서 어디에 쓰나요?,뉴비 주보캐 템 질문좀 받아주실분,겨울에 제네패스 나오나요?
맞추고싶은데,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,하드메이린 목표 템셋 좀 봐주세요 ㅠㅠ,첼섭뉴비 2칠흑 맞추고싶은데 고근갈까요?,제논 보조 질문드려요
메고수분들,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,이지카링이 짜증나는 이유가 뭔가요??,잠재 더 돌리는게 나을까요?,템잘알 메고수분들 도와주세요
받음,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,어샌틱 심볼 선택권 뭐 받음?,메린이 레전 잠재 질문,특수경험치 레벨업시 처리방식
보공40,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,"보조무기 보공40,35 차이가 큰가요??",챌섭뉴비 챌린저달고싶은데 뭐해야할까요,2석펫 vs 쌍레 보조 맞추기 고민됩니다
본섭 챌섭,2,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,울티마 스쿼드 코인샵 본섭 실수,챌섭 보조무기 질문입니다,본섭 7만 중후반 주차 후 챌섭 갈아타는 게 맞을까요?
사파이어,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,메쌤 도와줘요,이거 엠블렘 윗잠 옵션 돌려야하죠?,챌섭 사파이어 보상 카레잠 유에잠 깡통 미트라에 쓰는거 어때요??
세팅해야,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,칠흑 보통 얼마정도 하나요?,메린이 하드메이린 잡으려면 어떻게 세팅해야 할까요…,불독 템 셋팅 나름대로 생각해봤는데 어떤가요?
시스템,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,메이플은 쩔? 버스? 같은거 없나요??,챌섭 복귀 메린이 보조무기 질문,메소제한 관련 질문이 있습니다
안드로이드,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,이번 코인샵에서 안드로이드 안 팜?,이거 어캐한거에요? 일루전링?,원본 초롱나비 로이드 얼마인가요?
안잡혀서,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,템 세팅 방향성 질문드립니다,이지 대적자가 안잡혀서 다음 템세팅 조언좀요..,복귀뉴비 200레벨비약 질문이 있습니다
알려줘,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,아델 제네 무기 뭐 건드릴지 알려줘,형들 템세팅 이렇게 하러는데 어때?,250물약 어디에 쓰는게 좋을지 질문
어디다 써야,2,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,환산 7~8만 목푠데 다음 메소를 어디다 써야 해야할까요?,쌩뉴비 해방이후 템세팅 진로(자본 80억),뉴비 챌린저까지 템세팅 질문!
언제까지,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,똥블렘 언제까지 써야하나요? 투자를 좀 해서...,메린이 미트라 옵션 질문있어요!!!!!!!!!!!!,울티마 장비
없는건가요,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,챌섭 뉴비 2가지 질문 (대적자+헥사순서),챌뉴비 방어구 질문드려요!,혹시 졸눈성형 지금은 얻을수 없는건가요??
에다,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,챌섭뉴비 챌린저달고싶은데 뭐해야할까요,메린이 토드(장비전승) 간단 질문이용,메린이 케릭터생성제한
연합토큰,1,4,1,5,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,연합토큰 어디에 쓸까요,첼섭 테라버닝 딸기농장,템 진로 찐 최종 확인 제발 부탁드립니다
익스우 노흉,2,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,"익스우, 노흉 목표 템 진로 질문좀요",지금의 조건으로 어느정도 맞춰야할까요 진로상담 부탁드립니다,18아케인에서 스팩업 질문 있습니다
익스트림,1,4,1,6,3,0,0,0,0,1,아이템,0.75,0.6746376658839944,1.6278408522835204,헥환 7만 중반 ~ 8만 목표 레테 템세팅 조언 부탁드립니다.,이번 메이플 챌린저스 유입 뉴비입니다. 도와주세요,뉴비 익스트림 성장의 비약 질문
